churn,age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,rewards_earned,reward_rate,is_referred
0,50,NA,NA,0,0,0,0,0,123,0,0,9,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,36,1.2,0
0,47,R,435,41,0,85,40,0,225,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,47,1.57,0
0,20,NA,661,0,0,53,0,0,173,0,0,1,1,1,1,0,1,0,Weekly,0,0,0,0,Virgo,1,0,47,1.57,0
0,21,NA,558,0,0,27,0,0,35,0,0,5,1,1,1,1,1,3,Semi-Monthly,0,0,0,0,Leo,0,0,13,0.43,0
1,35,NA,575,0,0,0,0,0,28,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,21,0.7,0
1,31,R,433,0,0,0,0,0,58,0,0,6,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,NA,0,0,26,0.87,0
0,43,R,580,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,Cancer,1,0,NA,0,0
0,23,R,NA,0,0,17,0,0,23,0,0,1,1,0,0,1,1,2,Semi-Monthly,0,0,0,0,Sagittarius,1,0,12,0.4,0
0,18,O,591,3,0,93,2,0,158,0,0,32,1,1,1,0,1,0,Monthly,0,0,0,0,Taurus,0,0,32,1.07,0
0,29,R,529,1,0,95,1,0,277,0,0,18,1,1,1,1,0,2,NA,0,0,0,0,Sagittarius,0,0,58,1.93,0
0,24,NA,480,0,0,11,0,0,87,0,0,8,1,0,0,0,1,0,Semi-Monthly,0,1,0,0,Leo,1,0,29,0.97,1
0,53,R,535,2,0,45,2,0,274,0,0,34,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,62,2.07,1
1,27,O,NA,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,1,1,0
0,18,O,436,6,0,74,6,0,93,0,0,17,1,0,0,0,1,0,Monthly,0,0,0,0,Aries,0,0,34,1.13,1
1,56,R,529,6,3,77,6,0,78,0,0,5,1,1,1,0,1,2,Monthly,0,0,0,0,Aquarius,1,0,19,0.63,1
0,43,R,NA,2,1,37,2,0,52,0,0,19,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,NA,0,0,12,0.8,1
0,45,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Monthly,0,0,0,0,NA,0,0,NA,0,0
1,57,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,0,0,0,0,Pisces,0,0,NA,0,0
1,24,NA,NA,0,0,0,0,0,33,0,0,1,1,0,0,0,1,0,Weekly,0,0,0,0,Taurus,0,1,15,0.5,0
0,42,NA,514,0,0,30,0,0,65,0,0,9,1,1,1,0,1,0,Monthly,0,0,0,0,Gemini,1,0,25,0.83,0
0,26,NA,NA,0,0,21,0,0,86,0,0,3,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,29,0.97,1
0,32,NA,NA,0,0,10,0,0,10,0,0,0,1,0,0,0,1,0,NA,0,0,0,0,Sagittarius,0,0,8,0.8,0
1,37,R,506,0,0,0,0,0,39,0,0,1,1,1,1,0,1,0,Weekly,0,0,0,0,Virgo,0,0,20,0.67,0
1,32,NA,593,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,NA,0,0,0,0,Cancer,0,0,NA,0,0
0,33,R,508,1,1,6,1,0,1,0,0,1,1,0,0,0,1,0,Weekly,0,0,0,0,Cancer,1,0,3,0.1,0
0,35,NA,479,0,0,5,0,0,6,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,3,0.1,0
0,41,R,478,9,1,92,8,0,269,0,0,3,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Leo,0,0,57,1.9,0
0,33,R,561,2,1,215,2,0,290,0,0,39,1,1,1,1,0,0,Weekly,0,0,0,0,Scorpio,0,0,66,2.2,0
0,33,R,NA,7,0,10,7,0,35,0,0,4,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,8,1,0
0,46,R,578,0,0,9,0,0,10,0,0,7,1,0,0,1,0,0,Semi-Monthly,0,0,0,0,Aquarius,0,0,3,1,1
0,35,R,519,11,0,20,10,0,47,0,0,17,1,0,0,1,0,0,Monthly,0,0,0,0,NA,0,0,11,0.37,1
0,20,NA,609,0,0,54,0,0,120,0,0,5,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,1,0,39,1.3,0
0,31,R,515,0,0,3,0,0,230,0,0,11,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,Scorpio,0,0,71,2.37,0
0,23,R,469,2,0,37,2,0,170,0,0,6,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,53,1.77,1
0,26,NA,NA,0,0,9,0,0,26,0,0,2,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,7,0.7,0
1,27,R,513,2,0,132,1,0,247,0,0,15,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,1,0,33,1.1,0
0,20,NA,NA,0,0,5,0,0,11,0,0,1,1,0,0,1,0,0,NA,0,0,0,0,Gemini,0,0,3,0.1,0
1,27,R,577,3,1,42,3,0,61,0,0,4,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Taurus,1,0,18,0.6,0
0,28,NA,NA,0,0,31,0,0,53,0,0,1,1,0,0,0,1,2,Bi-Weekly,0,1,0,0,Gemini,0,0,23,0.77,1
1,29,NA,457,0,0,78,0,0,173,0,0,1,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Taurus,0,0,48,1.6,0
0,26,R,511,1,1,71,1,0,130,0,0,14,1,1,1,1,1,2,NA,0,0,0,0,Pisces,1,0,22,0.73,0
1,36,NA,NA,0,0,0,0,0,54,0,0,5,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,15,0.5,0
1,23,NA,460,0,0,7,0,0,18,0,0,2,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,10,0.33,0
1,26,R,560,11,2,27,11,0,52,0,0,6,1,0,0,0,1,3,Weekly,0,0,0,0,Gemini,0,0,16,0.53,1
0,34,NA,588,0,0,25,0,0,242,0,0,3,1,0,0,0,1,0,NA,0,0,0,0,Cancer,0,0,58,1.93,0
0,28,R,530,1,0,53,0,0,137,0,0,12,1,1,1,0,1,0,Monthly,0,0,0,0,Leo,1,0,33,1.1,1
0,31,NA,537,0,0,82,0,0,261,0,0,8,1,1,1,0,1,2,NA,0,0,0,0,Aquarius,0,0,63,2.1,1
0,30,NA,NA,1,0,12,1,0,35,0,0,1,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,6,0.3,0
0,22,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,Pisces,0,0,NA,0,0
1,47,NA,NA,0,0,0,0,0,13,0,0,3,1,1,1,1,1,2,Bi-Weekly,0,0,0,0,Scorpio,0,0,9,0.3,0
1,40,R,581,0,0,0,0,1,125,0,0,6,1,1,1,0,1,0,Monthly,0,0,0,0,Virgo,0,0,47,1.57,0
0,31,R,558,2,2,65,2,0,145,0,0,6,1,0,0,0,1,0,NA,0,0,0,0,Leo,0,0,31,1.03,1
0,32,R,373,0,0,24,0,0,234,1,0,19,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,NA,0,0,59,1.97,0
1,47,NA,515,0,0,17,0,0,55,0,0,2,1,0,0,1,0,0,Monthly,0,0,0,0,Pisces,0,0,23,0.77,1
1,27,NA,540,0,0,0,0,0,148,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,1,0,48,1.6,1
0,65,R,589,0,0,0,0,0,228,0,0,24,1,1,1,1,1,2,Weekly,0,0,0,0,NA,1,0,62,2.07,0
0,40,R,640,24,0,124,24,0,182,0,0,26,1,1,1,1,0,0,Bi-Weekly,1,0,0,0,Pisces,0,0,38,1.9,1
1,31,R,653,0,0,0,0,0,177,0,0,11,1,1,1,1,0,0,NA,0,0,0,0,Sagittarius,0,0,57,1.9,0
0,47,NA,551,2,0,24,2,0,43,0,0,3,1,1,1,0,1,0,Weekly,0,0,0,0,Libra,1,0,15,0.5,1
1,45,R,502,15,0,72,14,0,218,0,0,27,1,1,1,1,0,0,NA,0,0,0,0,Leo,1,0,58,1.93,0
1,25,O,544,0,0,0,0,0,43,0,0,6,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,24,0.8,0
0,25,R,521,0,0,0,0,0,77,0,0,6,1,0,0,0,1,2,Bi-Weekly,0,0,1,0,Aquarius,1,0,24,0.8,0
0,25,R,593,0,0,110,0,0,186,0,0,4,1,1,1,0,1,0,NA,0,1,0,0,Pisces,0,0,49,1.63,0
1,26,NA,515,0,0,30,0,0,75,0,0,4,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,15,0.5,0
0,41,R,594,1,1,131,1,0,212,0,0,35,1,1,1,1,0,3,NA,0,0,0,0,Scorpio,0,0,48,1.6,1
0,27,NA,553,2,0,68,2,0,181,0,0,7,1,0,0,1,0,0,Weekly,0,0,0,0,Libra,1,0,41,1.37,0
0,35,NA,NA,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Capricorn,1,0,NA,0,0
0,58,NA,628,0,0,0,0,0,193,0,0,6,1,1,1,1,0,2,Weekly,0,0,0,0,Taurus,1,1,57,1.9,0
1,28,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Weekly,0,0,0,0,Virgo,0,0,NA,0,0
0,25,NA,NA,0,0,27,0,0,61,0,0,1,1,1,1,1,1,2,Monthly,0,0,0,0,Gemini,0,0,13,0.59,1
0,36,NA,NA,0,0,6,0,0,37,0,0,10,1,1,1,0,1,0,Weekly,0,0,0,0,Pisces,1,0,6,0.2,1
1,24,R,555,12,0,61,12,0,45,0,0,1,1,1,1,1,0,0,NA,0,0,0,0,NA,0,0,13,0.43,1
0,22,R,647,3,1,102,3,0,288,0,0,43,1,0,0,1,0,2,Monthly,0,0,0,0,Leo,0,0,65,2.17,1
0,40,NA,609,0,0,96,0,0,293,0,0,2,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Scorpio,0,0,67,2.23,0
0,37,NA,607,0,0,2,0,0,5,0,0,0,1,0,0,1,0,0,Semi-Monthly,0,0,0,0,Pisces,0,0,1,0.17,0
0,22,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Monthly,0,0,0,0,Virgo,0,0,NA,0,0
1,37,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Weekly,0,0,0,0,Libra,0,0,NA,0,0
0,25,R,599,39,3,120,39,0,202,0,0,40,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,40,1.33,1
1,35,NA,NA,7,1,68,7,0,185,0,0,11,1,0,0,1,0,2,Weekly,0,0,0,0,Sagittarius,1,0,46,1.53,0
1,30,R,538,0,0,0,0,0,232,0,0,16,1,1,1,1,0,0,Weekly,0,0,0,0,Taurus,1,0,83,2.77,1
1,29,NA,471,0,0,0,0,0,4,0,0,1,1,1,1,0,1,0,Weekly,0,0,0,0,Gemini,0,1,6,0.2,0
0,31,R,NA,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,NA,0,0
0,32,R,580,0,0,0,0,0,223,0,0,9,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,69,2.3,0
1,25,R,461,2,0,73,2,0,117,0,0,6,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,1,0,30,1,0
1,20,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,NA,0,0
1,35,NA,NA,0,0,77,0,0,155,0,0,1,1,1,1,0,1,0,Monthly,0,0,0,0,Capricorn,1,0,44,1.47,0
0,27,NA,568,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,NA,0,0
0,30,R,617,0,0,0,0,1,173,0,0,9,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,1,1,57,1.9,0
0,23,NA,630,0,0,3,0,0,2,0,0,0,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Aquarius,1,0,1,0.03,0
0,44,R,622,10,0,75,10,0,184,0,0,38,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Cancer,0,0,53,1.77,1
1,24,R,504,3,3,58,3,0,100,0,0,9,1,1,1,1,0,0,NA,0,0,0,0,Scorpio,0,0,29,0.97,1
0,39,NA,NA,0,0,4,0,0,5,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,1,0,4,0.13,0
1,31,R,573,0,0,46,0,0,168,0,0,11,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,49,1.63,0
1,47,NA,482,0,0,6,0,0,13,0,0,2,1,1,1,1,0,0,Weekly,0,0,0,0,Capricorn,0,0,3,0.16,0
1,42,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Cancer,1,0,NA,0,0
0,20,NA,NA,0,0,23,0,0,49,0,0,3,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,1,0,15,0.5,1
0,53,NA,528,0,0,52,0,0,75,0,0,0,1,1,1,0,1,0,NA,0,0,0,0,Virgo,1,0,32,1.07,0
0,37,NA,NA,0,0,151,0,0,246,0,0,13,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,40,1.33,0
0,29,O,580,9,0,56,9,0,128,0,0,17,1,0,0,1,0,2,Weekly,0,0,0,0,Cancer,0,0,25,0.93,0
0,41,NA,560,0,0,7,0,0,7,0,0,0,1,1,1,1,0,3,Monthly,0,0,0,0,Taurus,1,0,2,0.07,0
0,39,NA,NA,4,2,5,4,0,20,0,0,1,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Sagittarius,0,0,4,0.57,0
0,39,R,602,0,0,0,0,0,226,0,0,27,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,62,2.07,0
0,31,O,583,0,0,0,0,1,196,0,0,16,1,1,1,1,0,0,Weekly,0,1,0,0,Aquarius,0,0,58,1.93,0
0,25,NA,NA,0,0,83,0,0,180,0,0,7,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,1,0,30,1,1
1,26,R,588,0,0,0,0,0,228,0,0,19,1,0,0,1,0,2,Weekly,0,0,0,0,Pisces,0,0,66,2.2,0
1,23,NA,465,0,0,0,0,0,64,0,0,1,1,1,1,1,0,0,Weekly,0,0,0,0,Aries,0,0,18,0.6,0
0,35,R,545,31,2,22,28,0,117,0,0,17,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,32,1.07,1
1,35,R,510,1,0,20,1,0,40,0,0,4,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Libra,0,0,12,0.4,0
0,21,NA,407,2,0,17,2,0,20,0,0,2,1,1,1,0,1,0,Weekly,0,0,0,0,Scorpio,0,0,10,0.53,1
1,25,NA,599,1,0,14,1,0,49,0,0,2,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,9,0.3,0
0,35,R,NA,9,1,91,9,0,182,0,0,6,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,48,1.6,1
0,52,O,520,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Weekly,0,0,0,0,Taurus,0,1,NA,0,0
1,29,R,NA,0,0,0,0,0,55,0,0,2,1,1,1,0,1,0,Weekly,0,0,0,0,Libra,0,0,NA,0,0
1,21,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Cancer,1,0,NA,0,0
0,24,NA,617,0,0,120,0,0,266,0,0,2,1,0,0,0,1,0,Weekly,0,0,0,0,Capricorn,0,0,64,2.13,1
1,30,NA,536,0,0,14,0,0,15,0,0,9,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Gemini,1,0,8,1.33,0
1,36,O,568,0,0,0,0,0,154,0,0,6,1,1,1,0,1,0,NA,0,0,0,0,Aquarius,0,0,65,2.17,0
0,26,NA,523,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Semi-Monthly,0,0,0,0,Pisces,1,0,2,0.07,0
1,39,NA,NA,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,1,0,NA,0,0
1,45,O,570,0,0,11,0,0,122,2,0,9,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Sagittarius,0,0,47,1.57,1
0,25,NA,NA,0,0,10,0,0,20,0,0,1,1,1,1,1,0,0,Weekly,0,0,0,0,NA,0,0,6,0.2,1
1,39,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,Leo,0,0,NA,0,0
1,21,R,484,0,0,10,0,0,17,0,0,1,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,8,0.27,1
1,21,NA,NA,0,0,0,0,0,15,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,1,0,0,NA,1,0,NA,0,0
0,24,R,598,0,0,90,0,0,140,0,0,11,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,1,0,36,1.2,0
0,21,R,NA,0,0,3,0,0,5,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,NA,0,0
0,35,NA,406,1,0,3,1,0,0,0,0,0,1,0,0,1,0,0,Semi-Monthly,0,0,0,0,Taurus,1,0,2,0.07,1
1,33,NA,NA,11,0,46,11,0,248,0,0,7,1,1,1,0,1,2,Bi-Weekly,0,0,1,0,Scorpio,0,0,57,1.9,1
1,25,NA,NA,2,0,19,2,0,54,0,0,12,1,1,1,0,1,3,Bi-Weekly,0,0,0,0,Cancer,0,0,14,0.47,1
1,20,NA,540,2,0,7,2,0,90,1,0,16,1,1,1,1,0,3,Weekly,0,0,0,0,Libra,1,0,33,1.1,0
0,32,O,603,9,0,72,8,0,125,0,0,5,1,0,0,1,1,2,Bi-Weekly,0,0,0,0,Aries,1,0,28,0,0
0,23,NA,NA,0,0,10,0,0,38,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,8,0.27,1
1,31,NA,512,0,0,13,0,0,42,0,0,1,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,13,0.43,1
1,36,R,542,10,1,123,10,0,294,0,0,19,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,48,1.6,0
0,27,R,NA,0,0,10,0,0,6,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,5,0.17,0
1,34,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Weekly,0,0,0,0,Sagittarius,0,0,NA,0,0
0,30,R,515,0,0,3,0,0,230,0,0,11,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,Scorpio,0,0,71,2.37,0
0,23,R,513,9,2,24,9,0,72,0,0,4,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Taurus,0,0,12,0.8,0
0,61,R,508,50,1,80,50,0,268,0,0,45,1,1,1,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,61,2.03,0
1,39,R,492,10,3,2,10,0,183,0,0,6,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,49,1.63,0
0,36,NA,NA,0,0,0,0,1,198,0,1,17,1,0,0,0,1,2,NA,0,0,0,0,Libra,0,0,14,0.47,0
1,47,NA,465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,NA,0,0
1,26,NA,623,0,0,3,0,0,21,0,0,0,1,1,1,0,1,2,NA,0,0,0,0,Pisces,0,0,2,0.07,0
1,30,NA,560,0,0,0,0,0,76,0,0,3,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,26,0.87,0
0,37,R,551,1,0,193,1,0,239,0,0,31,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,49,1.63,1
0,30,NA,519,0,0,33,0,0,107,0,0,11,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,1,0,26,0.87,0
1,42,O,460,0,0,0,0,0,27,0,0,2,1,1,1,1,0,0,Weekly,0,0,0,0,Gemini,0,0,9,0.3,0
1,55,NA,NA,0,0,0,0,0,92,0,0,6,1,1,1,0,1,0,Weekly,0,0,0,0,Virgo,0,0,43,1.43,0
0,32,R,585,1,0,88,1,0,214,0,0,35,1,1,1,1,1,3,Bi-Weekly,0,0,0,0,NA,0,0,34,1.13,1
0,40,R,580,45,1,78,45,0,304,0,0,47,1,0,0,0,1,0,NA,0,0,0,0,Virgo,0,0,56,1.87,0
0,32,NA,594,0,0,56,0,0,133,0,0,26,1,0,0,0,1,2,Monthly,0,0,0,0,Gemini,0,0,28,0.93,0
1,29,NA,516,0,0,0,0,0,9,0,0,3,1,0,0,1,0,0,Weekly,0,0,0,0,Scorpio,0,0,3,0.1,1
1,53,NA,NA,0,0,0,0,1,12,0,0,2,1,1,1,1,0,0,NA,0,0,0,0,Gemini,0,0,9,0.3,0
0,25,NA,497,0,0,55,0,0,58,0,0,6,1,1,1,1,0,0,NA,0,0,0,0,Capricorn,0,0,25,0.83,1
1,26,NA,526,0,0,0,0,0,120,0,0,6,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,NA,1,0,31,1.03,0
1,18,NA,434,0,0,30,0,0,45,0,0,2,1,0,0,1,0,0,NA,0,0,0,0,Taurus,0,0,8,0.27,0
0,48,R,588,56,1,61,56,0,248,0,0,30,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,61,2.03,1
0,28,R,490,30,0,42,29,0,140,0,0,14,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,35,1.17,1
1,24,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,NA,0,0
1,32,NA,556,0,0,0,0,2,65,0,1,6,1,1,1,1,0,0,Weekly,0,0,0,0,Aquarius,0,0,31,1.03,0
0,39,R,560,0,0,62,0,0,213,0,0,10,1,1,1,1,0,2,Semi-Monthly,0,0,0,0,NA,0,0,57,1.9,1
0,45,R,539,0,0,0,0,1,223,1,0,42,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Cancer,0,0,62,2.07,0
0,30,NA,609,2,0,73,2,0,120,0,0,2,1,1,1,0,1,0,Weekly,0,0,0,0,Taurus,0,0,30,1,0
1,17,NA,NA,0,0,0,0,0,11,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,4,0.13,0
1,33,R,503,0,0,1,0,0,168,0,0,22,1,1,1,1,0,0,Weekly,0,0,0,0,Pisces,1,0,45,1.5,0
1,33,R,NA,0,0,3,0,0,0,0,0,0,1,1,1,0,1,0,Monthly,0,0,0,0,Cancer,1,0,1,1,0
0,36,R,321,33,1,87,33,0,311,0,0,10,1,1,1,0,1,0,Weekly,0,0,0,0,Cancer,0,0,66,2.2,0
0,26,NA,548,0,0,11,0,0,60,0,0,3,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Gemini,0,0,27,0.9,1
0,22,R,587,0,0,0,0,0,210,0,0,3,1,0,0,0,1,0,NA,0,0,0,0,NA,0,0,76,2.53,0
0,64,R,614,0,0,43,0,0,159,0,0,13,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,40,1.33,0
1,28,R,577,0,0,0,0,0,33,0,0,2,1,0,0,1,0,0,Weekly,0,0,0,0,Sagittarius,0,0,8,0.27,0
0,23,R,441,8,1,61,8,0,104,0,0,10,1,1,1,0,1,0,Weekly,0,1,0,0,Sagittarius,0,1,13,0.43,0
1,22,R,533,0,0,13,0,0,65,0,0,4,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Leo,1,0,29,0.97,0
0,24,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,NA,0,0
0,34,NA,433,0,0,66,0,0,116,0,0,6,1,1,1,1,1,2,Bi-Weekly,0,0,0,0,Cancer,1,0,22,0.73,0
1,25,R,583,2,2,91,2,0,182,0,0,18,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,46,1.53,1
1,25,NA,431,0,0,23,0,0,45,0,0,4,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,25,0.83,0
0,21,NA,NA,1,0,5,1,0,5,0,0,0,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Virgo,0,0,2,0.1,0
1,33,R,484,0,0,0,0,0,176,2,0,30,1,1,1,1,0,0,Weekly,0,1,1,0,Aries,1,0,64,2.13,0
1,35,R,545,0,0,0,0,0,189,0,0,7,1,1,1,1,0,0,Weekly,0,0,0,0,NA,0,0,64,2.13,0
0,28,R,482,0,0,158,0,0,264,0,0,15,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,56,1.87,1
0,28,R,507,5,1,117,5,0,276,0,0,4,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Scorpio,0,0,58,1.93,1
0,27,R,NA,14,0,31,12,0,57,0,0,11,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,16,0.53,0
1,22,R,NA,0,0,0,0,0,10,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,6,0.2,0
1,41,NA,NA,0,0,0,0,4,45,1,1,12,1,1,1,0,1,3,Bi-Weekly,0,0,1,0,Aquarius,0,1,34,1.13,0
1,21,O,634,0,0,0,0,1,263,0,0,25,1,1,1,1,0,0,Bi-Weekly,0,1,1,0,Pisces,0,0,77,2.57,1
1,38,R,528,2,1,90,2,0,219,0,0,13,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Aries,0,0,39,1.3,1
1,28,NA,NA,0,0,19,0,0,19,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,18,0.6,0
1,42,NA,NA,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,4,0.13,0
1,25,R,549,4,1,8,4,1,81,0,1,8,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,34,1.13,0
1,40,R,551,3,0,7,3,0,116,0,0,27,1,1,1,1,0,0,Weekly,0,0,0,0,Cancer,0,0,29,0.97,1
0,22,R,524,13,1,64,13,0,156,0,0,27,1,1,1,1,0,0,Weekly,0,0,0,0,NA,0,0,47,1.57,1
1,23,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Leo,1,0,NA,0,0
1,20,NA,NA,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,NA,0,0
1,27,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,NA,0,0,2,0,0
